data,label,word_token
spagetti carbonara enak banget keluarga anak resto rekomendasi pasangan rekomendasi comfort banget pelayan ramah ramah membantu,1,"['spagetti', 'carbonara', 'enak', 'banget', 'keluarga', 'anak', 'resto', 'rekomendasi', 'pasangan', 'rekomendasi', 'comfort', 'banget', 'pelayan', 'ramah', 'ramah', 'membantu']"
terletak lembang restoran menyajikan makanan khas sunda dicoba lokasi mudah cari,1,"['terletak', 'lembang', 'restoran', 'menyajikan', 'makanan', 'khas', 'sunda', 'dicoba', 'lokasi', 'mudah', 'cari']"
dugem obat obatan terlarang pelacuran miras engkau diamkan,-1,"['dugem', 'obat', 'obatan', 'terlarang', 'pelacuran', 'miras', 'engkau', 'diamkan']"
ozon dasar anjing mendidik enak mendidik anjing pintar berkelit mencuri uang rakyat pura pura suara rekaman dasar goblok,-1,"['ozon', 'dasar', 'anjing', 'mendidik', 'enak', 'mendidik', 'anjing', 'pintar', 'berkelit', 'mencuri', 'uang', 'rakyat', 'pura', 'pura', 'suara', 'rekaman', 'dasar', 'goblok']"
kafe dipakar memiliki pemandangan bagus berlatar peggunungan pohon pinus makana masuk minimum pesanan,-1,"['kafe', 'dipakar', 'memiliki', 'pemandangan', 'bagus', 'berlatar', 'peggunungan', 'pohon', 'pinus', 'makana', 'masuk', 'minimum', 'pesanan']"
menu grill enak enak suka banget saus mashed potato baked potato bandung wajib makan harga standar steak grilllah sebanding harga suasana nyaman taman restoran wajib njungi bandung,1,"['menu', 'grill', 'enak', 'enak', 'suka', 'banget', 'saus', 'mashed', 'potato', 'baked', 'potato', 'bandung', 'wajib', 'makan', 'harga', 'standar', 'steak', 'grilllah', 'sebanding', 'harga', 'suasana', 'nyaman', 'taman', 'restoran', 'wajib', 'njungi', 'bandung']"
jokowi dicintai umat islam indonesia,1,"['jokowi', 'dicintai', 'umat', 'islam', 'indonesia']"
konsep unik berasa hutan ramai bersih udara segar landscape keren terjun,1,"['konsep', 'unik', 'berasa', 'hutan', 'ramai', 'bersih', 'udara', 'segar', 'landscape', 'keren', 'terjun']"
empuk daging saus kacang nikmat harga mahal ribu makan berdua sate seporsi nasi,1,"['empuk', 'daging', 'saus', 'kacang', 'nikmat', 'harga', 'mahal', 'ribu', 'makan', 'berdua', 'sate', 'seporsi', 'nasi']"
diajak bestir galau hahaha mencoba makanan penutup enak banget perasaan galau nyaman banget gede enak banget ngobrol ngobrol santai harga setimpal bangetlah sayang bingsu kadang kadang bangsa enak,1,"['diajak', 'bestir', 'galau', 'hahaha', 'mencoba', 'makanan', 'penutup', 'enak', 'banget', 'perasaan', 'galau', 'nyaman', 'banget', 'gede', 'enak', 'banget', 'ngobrol', 'ngobrol', 'santai', 'harga', 'setimpal', 'bangetlah', 'sayang', 'bingsu', 'kadang', 'kadang', 'bangsa', 'enak']"
kedai bakso malang menyajikan aneka jenis bakso minuman memesan satuan paket paket bakso kuah aneka jenis bakso siomay goreng,1,"['kedai', 'bakso', 'malang', 'menyajikan', 'aneka', 'jenis', 'bakso', 'minuman', 'memesan', 'satuan', 'paket', 'paket', 'bakso', 'kuah', 'aneka', 'jenis', 'bakso', 'siomay', 'goreng']"
warga jawa timur khusus malang bakso standart lidah lumayan enak dinikmati pasangan keluarga letak ciwalk menjadikan pilihan tersendiri penikmat makanan lokal,1,"['warga', 'jawa', 'timur', 'khusus', 'malang', 'bakso', 'standart', 'lidah', 'lumayan', 'enak', 'dinikmati', 'pasangan', 'keluarga', 'letak', 'ciwalk', 'menjadikan', 'pilihan', 'tersendiri', 'penikmat', 'makanan', 'lokal']"
stasiun payah konsisten mengecewakan pendukung persib persiba berprikemanusiaan payah cupu,-1,"['stasiun', 'payah', 'konsisten', 'mengecewakan', 'pendukung', 'persib', 'persiba', 'berprikemanusiaan', 'payah', 'cupu']"
kemarin seharian kota sedih jorok kotor orang jakarta marahin tekanan darah malas motret minggu siang sore kertanaga alfa indonesia maut malu wisatawan asing peserta asian games,-1,"['kemarin', 'seharian', 'kota', 'sedih', 'jorok', 'kotor', 'orang', 'jakarta', 'marahin', 'tekanan', 'darah', 'malas', 'motret', 'minggu', 'siang', 'sore', 'kertanaga', 'alfa', 'indonesia', 'maut', 'malu', 'wisatawan', 'asing', 'peserta', 'asian', 'games']"
asri nyaman makanan harga mahal sampan keliling danau buatan cocok makan keluarga,1,"['asri', 'nyaman', 'makanan', 'harga', 'mahal', 'sampan', 'keliling', 'danau', 'buatan', 'cocok', 'makan', 'keluarga']"
pemilih saksi diperbolehkan mengenakan atribut dukungan salah paslon mencoblos pilkada serentak,0,"['pemilih', 'saksi', 'diperbolehkan', 'mengenakan', 'atribut', 'dukungan', 'salah', 'paslon', 'mencoblos', 'pilkada', 'serentak']"
bebek garang menyediakan masakan olahan bebek variasi beragam enak bebek enak opsi menambah porsi putih maksimal orang board game dimainkan menunggu pesanan,1,"['bebek', 'garang', 'menyediakan', 'masakan', 'olahan', 'bebek', 'variasi', 'beragam', 'enak', 'bebek', 'enak', 'opsi', 'menambah', 'porsi', 'putih', 'maksimal', 'orang', 'board', 'game', 'dimainkan', 'menunggu', 'pesanan']"
menu cita sunda mengulang makan bakwan udang sayur asem mantap banget,1,"['menu', 'cita', 'sunda', 'mengulang', 'makan', 'bakwan', 'udang', 'sayur', 'asem', 'mantap', 'banget']"
restoran makanan aceh dikunjungi bandung menu standar kosong lokasi gampang dicari nyobain menu aceh goreng rebus nasi goreng aman timun segar pelayanan cepat menunggu makanan,1,"['restoran', 'makanan', 'aceh', 'dikunjungi', 'bandung', 'menu', 'standar', 'kosong', 'lokasi', 'gampang', 'dicari', 'nyobain', 'menu', 'aceh', 'goreng', 'rebus', 'nasi', 'goreng', 'aman', 'timun', 'segar', 'pelayanan', 'cepat', 'menunggu', 'makanan']"
restoran mandarin inii makan makanan cina makanan makanan standar makanan china suka bangku hotplate nyata enak gurih keluarga memesan menu porsi makanan lumayan,1,"['restoran', 'mandarin', 'inii', 'makan', 'makanan', 'cina', 'makanan', 'makanan', 'standar', 'makanan', 'china', 'suka', 'bangku', 'hotplate', 'nyata', 'enak', 'gurih', 'keluarga', 'memesan', 'menu', 'porsi', 'makanan', 'lumayan']"
indosat lemah otak banget ampun,-1,"['indosat', 'lemah', 'otak', 'banget', 'ampun']"
mohon pengecekan personal akses data pelanggan,0,"['mohon', 'pengecekan', 'personal', 'akses', 'data', 'pelanggan']"
saddle primp kotak kotak,0,"['saddle', 'primp', 'kotak', 'kotak']"
golden monkey pilihan nongkrong alternatif kafe menawarkan jenis makanan pasta pizza masakan indonesia sekedar makanan ringan pilihan minuman ditawarkan beragam juice olahan soda jenis minuman beralkohol berlokasi jalan dago strategis harga bersahabat,1,"['golden', 'monkey', 'pilihan', 'nongkrong', 'alternatif', 'kafe', 'menawarkan', 'jenis', 'makanan', 'pasta', 'pizza', 'masakan', 'indonesia', 'sekedar', 'makanan', 'ringan', 'pilihan', 'minuman', 'ditawarkan', 'beragam', 'juice', 'olahan', 'soda', 'jenis', 'minuman', 'beralkohol', 'berlokasi', 'jalan', 'dago', 'strategis', 'harga', 'bersahabat']"
pemborosan penghabisan uang rakyat jakarta bancakan dihamburkan pengikut pendukung prabowo koalisi kekeluargaan isis gmpf,0,"['pemborosan', 'penghabisan', 'uang', 'rakyat', 'jakarta', 'bancakan', 'dihamburkan', 'pengikut', 'pendukung', 'prabowo', 'koalisi', 'kekeluargaan', 'isis', 'gmpf']"
steak enak beda makan steak jalan porsi kali enak kebagian anak anak sekolah ramai banget berisik teriak teriak ngobrol main kartu nyaman,-1,"['steak', 'enak', 'beda', 'makan', 'steak', 'jalan', 'porsi', 'kali', 'enak', 'kebagian', 'anak', 'anak', 'sekolah', 'ramai', 'banget', 'berisik', 'teriak', 'teriak', 'ngobrol', 'main', 'kartu', 'nyaman']"
zadit babi gemuk,-1,"['zadit', 'babi', 'gemuk']"
dasar baktau belajar beladiri sombongkan dimencari prestasi sekolah melindungi guru pukulin orang dasar iblis nyawa bayar nyawa hutang nyawa nyawa bayaran,-1,"['dasar', 'baktau', 'belajar', 'beladiri', 'sombongkan', 'dimencari', 'prestasi', 'sekolah', 'melindungi', 'guru', 'pukulin', 'orang', 'dasar', 'iblis', 'nyawa', 'bayar', 'nyawa', 'hutang', 'nyawa', 'nyawa', 'bayaran']"
barang dikirim aneh,-1,"['barang', 'dikirim', 'aneh']"
cocok melepas dahaga berbelanja factory outlet merdeka buah segar harga mahal,1,"['cocok', 'melepas', 'dahaga', 'berbelanja', 'factory', 'outlet', 'merdeka', 'buah', 'segar', 'harga', 'mahal']"
jual bantal bundar suede kerajinan bali tokopedia,0,"['jual', 'bantal', 'bundar', 'suede', 'kerajinan', 'bali', 'tokopedia']"
pepper lunch restoran jepang unik memasak chef hotplate menu dicoba giant steak nikmat harga,1,"['pepper', 'lunch', 'restoran', 'jepang', 'unik', 'memasak', 'chef', 'hotplate', 'menu', 'dicoba', 'giant', 'steak', 'nikmat', 'harga']"
bacot dengkul ustad tengkujuh sesuai prila copot sorban menyisir ngaca,-1,"['bacot', 'dengkul', 'ustad', 'tengkujuh', 'sesuai', 'prila', 'copot', 'sorban', 'menyisir', 'ngaca']"
asik banget berkumpul suasana enak bising minuman kebanyakan enak enak makanan dicoba steak jempol,1,"['asik', 'banget', 'berkumpul', 'suasana', 'enak', 'bising', 'minuman', 'kebanyakan', 'enak', 'enak', 'makanan', 'dicoba', 'steak', 'jempol']"
apresiasi,1,['apresiasi']
wagub sandiuno metro fake news mengikuti kabarislamid,0,"['wagub', 'sandiuno', 'metro', 'fake', 'news', 'mengikuti', 'kabarislamid']"
sajian sate gule kambing daging lezat sate kambing bumbu kacang sayang disediakan bumbu kecap bentuk potongan sate kambing sate kambing buatan orang arab gule kambing lezat warung gule diisi daging kambing asli lengkap tulang tulang enak,1,"['sajian', 'sate', 'gule', 'kambing', 'daging', 'lezat', 'sate', 'kambing', 'bumbu', 'kacang', 'sayang', 'disediakan', 'bumbu', 'kecap', 'bentuk', 'potongan', 'sate', 'kambing', 'sate', 'kambing', 'buatan', 'orang', 'arab', 'gule', 'kambing', 'lezat', 'warung', 'gule', 'diisi', 'daging', 'kambing', 'asli', 'lengkap', 'tulang', 'tulang', 'enak']"
makan libur lebaran kemarin antre cari duduk penuh makan siang unik menu spesial buruh puyuh goreng sambal lumayan enak pedas cons makan cuci tangan bersih rekomendasi puyuh perancis sambal cabe rawit puyuh cabe,1,"['makan', 'libur', 'lebaran', 'kemarin', 'antre', 'cari', 'duduk', 'penuh', 'makan', 'siang', 'unik', 'menu', 'spesial', 'buruh', 'puyuh', 'goreng', 'sambal', 'lumayan', 'enak', 'pedas', 'cons', 'makan', 'cuci', 'tangan', 'bersih', 'rekomendasi', 'puyuh', 'perancis', 'sambal', 'cabe', 'rawit', 'puyuh', 'cabe']"
orang cina pinter menguras uang rakyat lihat jualan mahal mahal anggota pemerintah uang dibabat,-1,"['orang', 'cina', 'pinter', 'menguras', 'uang', 'rakyat', 'lihat', 'jualan', 'mahal', 'mahal', 'anggota', 'pemerintah', 'uang', 'dibabat']"
panglima kodam buka lomba tangkas kodam,0,"['panglima', 'kodam', 'buka', 'lomba', 'tangkas', 'kodam']"
duit bubarkan partai wadah penggodogan calon pemimpin bangsa cari uang dikit uang bosan dengar,-1,"['duit', 'bubarkan', 'partai', 'wadah', 'penggodogan', 'calon', 'pemimpin', 'bangsa', 'cari', 'uang', 'dikit', 'uang', 'bosan', 'dengar']"
restoran bernama braga cerita that right nama meja meletakkan buku sejarah jalan braga dijadikan nomor meja menunggu pesanan wawasan jalan braga suasana interior bertema tempo nyaman betah berlama duduk mengobrol keluarga teman teman,1,"['restoran', 'bernama', 'braga', 'cerita', 'that', 'right', 'nama', 'meja', 'meletakkan', 'buku', 'sejarah', 'jalan', 'braga', 'dijadikan', 'nomor', 'meja', 'menunggu', 'pesanan', 'wawasan', 'jalan', 'braga', 'suasana', 'interior', 'bertema', 'tempo', 'nyaman', 'betah', 'berlama', 'duduk', 'mengobrol', 'keluarga', 'teman', 'teman']"
tenggelamkan pdip jokowi,-1,"['tenggelamkan', 'pdip', 'jokowi']"
lumayan enak pelayanan bagus bersih susah rawan macet berpikir kali,-1,"['lumayan', 'enak', 'pelayanan', 'bagus', 'bersih', 'susah', 'rawan', 'macet', 'berpikir', 'kali']"
kafe teman teman liburan bandung lokasi kafe strategis pesan minum menikmati kota bandung pesan moccha latte teman pesan beer capucinno lychee mocca latte berasa bagus makanan enak harga mahal,1,"['kafe', 'teman', 'teman', 'liburan', 'bandung', 'lokasi', 'kafe', 'strategis', 'pesan', 'minum', 'menikmati', 'kota', 'bandung', 'pesan', 'moccha', 'latte', 'teman', 'pesan', 'beer', 'capucinno', 'lychee', 'mocca', 'latte', 'berasa', 'bagus', 'makanan', 'enak', 'harga', 'mahal']"
pemandangan sekeliling kebun menawan temui kalimantan suasana sejuk tenang kesan aman tentram warga ramah cocok njungi ciwidey,1,"['pemandangan', 'sekeliling', 'kebun', 'menawan', 'temui', 'kalimantan', 'suasana', 'sejuk', 'tenang', 'kesan', 'aman', 'tentram', 'warga', 'ramah', 'cocok', 'njungi', 'ciwidey']"
kasihan mengusulkan puan caleg,-1,"['kasihan', 'mengusulkan', 'puan', 'caleg']"
restoran kalangan menengah harga ditawarkan kemahalan makanan kelebihan pemandangan ditawarkan cocok makan santai restoran menghadap lembah langsung mencoba penasaran review pemandangan bagus pemandangan banget,1,"['restoran', 'kalangan', 'menengah', 'harga', 'ditawarkan', 'kemahalan', 'makanan', 'kelebihan', 'pemandangan', 'ditawarkan', 'cocok', 'makan', 'santai', 'restoran', 'menghadap', 'lembah', 'langsung', 'mencoba', 'penasaran', 'review', 'pemandangan', 'bagus', 'pemandangan', 'banget']"
cocok berpolitik,-1,"['cocok', 'berpolitik']"
sekolah diatur anak anjing tolol orang bodo anak diakan malam kali makan micin teman teman,-1,"['sekolah', 'diatur', 'anak', 'anjing', 'tolol', 'orang', 'bodo', 'anak', 'diakan', 'malam', 'kali', 'makan', 'micin', 'teman', 'teman']"
enak makanan lumayan masakan nasi bihun porsi nyaman,1,"['enak', 'makanan', 'lumayan', 'masakan', 'nasi', 'bihun', 'porsi', 'nyaman']"
maaf islam agama islam aliran sesat agama menista islam menista agama islamlah penista agama sesungguhnya agama kafir agama asli nusantara kepercayaan,-1,"['maaf', 'islam', 'agama', 'islam', 'aliran', 'sesat', 'agama', 'menista', 'islam', 'menista', 'agama', 'islamlah', 'penista', 'agama', 'sesungguhnya', 'agama', 'kafir', 'agama', 'asli', 'nusantara', 'kepercayaan']"
bersantai kota bandung congo terletak bukit dago tenang makanan enak nyaman bersih,1,"['bersantai', 'kota', 'bandung', 'congo', 'terletak', 'bukit', 'dago', 'tenang', 'makanan', 'enak', 'nyaman', 'bersih']"
banteng mbok mega tumpul kandang melulu,-1,"['banteng', 'mbok', 'mega', 'tumpul', 'kandang', 'melulu']"
closing ceremony asian games jelek banget indonesia sumpah menyesal konsultan acara aminef pinter aminef lembaga beasiswa penyelenggara asian games ditipu geng jesaya nose amit amit,-1,"['closing', 'ceremony', 'asian', 'games', 'jelek', 'banget', 'indonesia', 'sumpah', 'menyesal', 'konsultan', 'acara', 'aminef', 'pinter', 'aminef', 'lembaga', 'beasiswa', 'penyelenggara', 'asian', 'games', 'ditipu', 'geng', 'jesaya', 'nose', 'amit', 'amit']"
ditawarkan salah restoran hotel hyatt regency ambiance suasana menikmati makanan pelayanan staf melayani ramah membantu peristiwa diadakan mencoba makan malam asia timur makanan jepang korea taiwan thailand vietnam dihidangkan dimasak live koki menarik,1,"['ditawarkan', 'salah', 'restoran', 'hotel', 'hyatt', 'regency', 'ambiance', 'suasana', 'menikmati', 'makanan', 'pelayanan', 'staf', 'melayani', 'ramah', 'membantu', 'peristiwa', 'diadakan', 'mencoba', 'makan', 'malam', 'asia', 'timur', 'makanan', 'jepang', 'korea', 'taiwan', 'thailand', 'vietnam', 'dihidangkan', 'dimasak', 'live', 'koki', 'menarik']"
menyediakan masakan sunda disajikan piring beralaskan daun pisang makanan lumayan enak,1,"['menyediakan', 'masakan', 'sunda', 'disajikan', 'piring', 'beralaskan', 'daun', 'pisang', 'makanan', 'lumayan', 'enak']"
favorit kalangan suasana luas nyaman pelayanan cepat ramah,1,"['favorit', 'kalangan', 'suasana', 'luas', 'nyaman', 'pelayanan', 'cepat', 'ramah']"
cocorico kudu pakai jaket haha dingin banget bandung malam romantis pokok live musik,1,"['cocorico', 'kudu', 'pakai', 'jaket', 'haha', 'dingin', 'banget', 'bandung', 'malam', 'romantis', 'pokok', 'live', 'musik']"
olah maling maling tolol bibir bikin muntah,-1,"['olah', 'maling', 'maling', 'tolol', 'bibir', 'bikin', 'muntah']"
natali ardianto mengundurkan jabatan,0,"['natali', 'ardianto', 'mengundurkan', 'jabatan']"
balista sushi resto gaya rumahan klasik jalan banda menu menarik perhatian batox manis batox manis dibilang krim penyajian unik krim disajikan batok kelapa wadah tambahan parutan kelapa tambahan creamy tropical sensation memakan krim mantap,1,"['balista', 'sushi', 'resto', 'gaya', 'rumahan', 'klasik', 'jalan', 'banda', 'menu', 'menarik', 'perhatian', 'batox', 'manis', 'batox', 'manis', 'dibilang', 'krim', 'penyajian', 'unik', 'krim', 'disajikan', 'batok', 'kelapa', 'wadah', 'tambahan', 'parutan', 'kelapa', 'tambahan', 'creamy', 'tropical', 'sensation', 'memakan', 'krim', 'mantap']"
beragam minuman harga terjangkau berlokasi pujasera merdeka aneka minuman segar ditemukan layak dicoba,1,"['beragam', 'minuman', 'harga', 'terjangkau', 'berlokasi', 'pujasera', 'merdeka', 'aneka', 'minuman', 'segar', 'ditemukan', 'layak', 'dicoba']"
lokasi daerah ruko setrasari layaknya luas rumah toko normal masuk disajikan suasana kopi kafe masuk ruko suasana terbuka ditutup terpal suasana nyaman,1,"['lokasi', 'daerah', 'ruko', 'setrasari', 'layaknya', 'luas', 'rumah', 'toko', 'normal', 'masuk', 'disajikan', 'suasana', 'kopi', 'kafe', 'masuk', 'ruko', 'suasana', 'terbuka', 'ditutup', 'terpal', 'suasana', 'nyaman']"
lokasi strategis luas lantai pesta ulang anak cocok bermain lantai,1,"['lokasi', 'strategis', 'luas', 'lantai', 'pesta', 'ulang', 'anak', 'cocok', 'bermain', 'lantai']"
galau,-1,['galau']
enak roti cabang hangat dingin enak dinikmati pelayanan cepat,1,"['enak', 'roti', 'cabang', 'hangat', 'dingin', 'enak', 'dinikmati', 'pelayanan', 'cepat']"
buang buang energi marah indosat ganti provider,-1,"['buang', 'buang', 'energi', 'marah', 'indosat', 'ganti', 'provider']"
mari hitung hitung hitungan kader partai korup golkar pdip,-1,"['mari', 'hitung', 'hitung', 'hitungan', 'kader', 'partai', 'korup', 'golkar', 'pdip']"
eggy sampo menawarkan perpaduan fusilli udang telur asin mbak porsi large = porsi porsi lage enak green bule terekomendasi harga mahal bule mending beli obrolan,-1,"['eggy', 'sampo', 'menawarkan', 'perpaduan', 'fusilli', 'udang', 'telur', 'asin', 'mbak', 'porsi', 'large', '=', 'porsi', 'porsi', 'lage', 'enak', 'green', 'bule', 'terekomendasi', 'harga', 'mahal', 'bule', 'mending', 'beli', 'obrolan']"
zikir tausiah demokrat aceh lounching pendaftaran balon legislatif,0,"['zikir', 'tausiah', 'demokrat', 'aceh', 'lounching', 'pendaftaran', 'balon', 'legislatif']"
menyantap pizza malam menjelang resto tutup resto tutup soup salad diskon memilih pizza american favorite triple cheese brusceta beef lasagna mocha float appetizer gratis pengalaman santap restoran website,1,"['menyantap', 'pizza', 'malam', 'menjelang', 'resto', 'tutup', 'resto', 'tutup', 'soup', 'salad', 'diskon', 'memilih', 'pizza', 'american', 'favorite', 'triple', 'cheese', 'brusceta', 'beef', 'lasagna', 'mocha', 'float', 'appetizer', 'gratis', 'pengalaman', 'santap', 'restoran', 'website']"
lokasi kota bagus makan saung kolam ikan saung keluarga masak langsung pemilik enak penyajian tunggu,1,"['lokasi', 'kota', 'bagus', 'makan', 'saung', 'kolam', 'ikan', 'saung', 'keluarga', 'masak', 'langsung', 'pemilik', 'enak', 'penyajian', 'tunggu']"
mencari makam malam bandung sengaja menemukan rumah makan ayam bakar sambal enak lantai rumah makan licin anak terpeleset berlari area parkir terbatas,-1,"['mencari', 'makam', 'malam', 'bandung', 'sengaja', 'menemukan', 'rumah', 'makan', 'ayam', 'bakar', 'sambal', 'enak', 'lantai', 'rumah', 'makan', 'licin', 'anak', 'terpeleset', 'berlari', 'area', 'parkir', 'terbatas']"
sate bumbu kacang enak banget harga terjangkau,1,"['sate', 'bumbu', 'kacang', 'enak', 'banget', 'harga', 'terjangkau']"
nyaman staf interior makanan lumayan beragam mengecewakan lupa mampir main lembang,1,"['nyaman', 'staf', 'interior', 'makanan', 'lumayan', 'beragam', 'mengecewakan', 'lupa', 'mampir', 'main', 'lembang']"
enak terjebak macet enak terjebak,-1,"['enak', 'terjebak', 'macet', 'enak', 'terjebak']"
berita indonesia presiden jokowi denyut nadi perekonomian pasar rakyat,0,"['berita', 'indonesia', 'presiden', 'jokowi', 'denyut', 'nadi', 'perekonomian', 'pasar', 'rakyat']"
keluhan barang rusak semoga kedepan barang suka banget terima kasih doki doki toko,1,"['keluhan', 'barang', 'rusak', 'semoga', 'kedepan', 'barang', 'suka', 'banget', 'terima', 'kasih', 'doki', 'doki', 'toko']"
jengkel perilaku lakukan ramah perilaku nyaman,1,"['jengkel', 'perilaku', 'lakukan', 'ramah', 'perilaku', 'nyaman']"
steak sebenar steak especially chiken cordon bule bikin kangen plus makan diselimuti pemandangan bandung markotop banget malam pasangan keluarga asyik jalan lokasi berli usaha kerja keras,1,"['steak', 'sebenar', 'steak', 'especially', 'chiken', 'cordon', 'bule', 'bikin', 'kangen', 'plus', 'makan', 'diselimuti', 'pemandangan', 'bandung', 'markotop', 'banget', 'malam', 'pasangan', 'keluarga', 'asyik', 'jalan', 'lokasi', 'berli', 'usaha', 'kerja', 'keras']"
cerdas,-1,['cerdas']
luas terkenal salah jual makanan khas bandung restoran penuh pendatang jenis makanan beragam makanan barat asia indonesia krim enak hati hati membawa anak anak mainan toko vega bergabung counter counter makanan,1,"['luas', 'terkenal', 'salah', 'jual', 'makanan', 'khas', 'bandung', 'restoran', 'penuh', 'pendatang', 'jenis', 'makanan', 'beragam', 'makanan', 'barat', 'asia', 'indonesia', 'krim', 'enak', 'hati', 'hati', 'membawa', 'anak', 'anak', 'mainan', 'toko', 'vega', 'bergabung', 'counter', 'counter', 'makanan']"
cabang jalan garuda kopi makanan enak nyaman cocok pertemuan poin nongkrong anak muda harga terjangkau,1,"['cabang', 'jalan', 'garuda', 'kopi', 'makanan', 'enak', 'nyaman', 'cocok', 'pertemuan', 'poin', 'nongkrong', 'anak', 'muda', 'harga', 'terjangkau']"
makanan enak nyaman banget betah ngobrol makan steak lidah sapi terfavorit restoran puluhan bandung berhasil konsisten menjaga disajikan tenang medate salah pilihan,1,"['makanan', 'enak', 'nyaman', 'banget', 'betah', 'ngobrol', 'makan', 'steak', 'lidah', 'sapi', 'terfavorit', 'restoran', 'puluhan', 'bandung', 'berhasil', 'konsisten', 'menjaga', 'disajikan', 'tenang', 'medate', 'salah', 'pilihan']"
kafe cabang salah coba metro indah lantai dasar jalan soekanrno hatta bandung makan direncanakan sehubungan menginap hotel cuaca hujan deras sepakat menikmati makan malam,1,"['kafe', 'cabang', 'salah', 'coba', 'metro', 'indah', 'lantai', 'dasar', 'jalan', 'soekanrno', 'hatta', 'bandung', 'makan', 'direncanakan', 'sehubungan', 'menginap', 'hotel', 'cuaca', 'hujan', 'deras', 'sepakat', 'menikmati', 'makan', 'malam']"
nostalgia jarang restoran menyajikan steak harga terjangkau kantong anak kuliahan strategis interior nyaman enak favorit pasangan melewati setiabudi disempatkan mampir,1,"['nostalgia', 'jarang', 'restoran', 'menyajikan', 'steak', 'harga', 'terjangkau', 'kantong', 'anak', 'kuliahan', 'strategis', 'interior', 'nyaman', 'enak', 'favorit', 'pasangan', 'melewati', 'setiabudi', 'disempatkan', 'mampir']"
cocok dikunjungi keluarga makanan terlupa mewah zupa zupa menyanyi orang sepuh memandang kelap kelip kota bandung lembah curam kebahagiaan kenangan keluarga terlupa,1,"['cocok', 'dikunjungi', 'keluarga', 'makanan', 'terlupa', 'mewah', 'zupa', 'zupa', 'menyanyi', 'orang', 'sepuh', 'memandang', 'kelap', 'kelip', 'kota', 'bandung', 'lembah', 'curam', 'kebahagiaan', 'kenangan', 'keluarga', 'terlupa']"
mengantre melon rumah rumah kelas menengah kirim pembantu mengantre subsidi menengah pakai bright,0,"['mengantre', 'melon', 'rumah', 'rumah', 'kelas', 'menengah', 'kirim', 'pembantu', 'mengantre', 'subsidi', 'menengah', 'pakai', 'bright']"
allah meridhoi pemimpin adil amanah komunikatif berilmu sert mewakafkan jatim terbukti berani membela takut sedikitpun,0,"['allah', 'meridhoi', 'pemimpin', 'adil', 'amanah', 'komunikatif', 'berilmu', 'sert', 'mewakafkan', 'jatim', 'terbukti', 'berani', 'membela', 'takut', 'sedikitpun']"
pilih jokowi pilpres berpihak etnis cina,-1,"['pilih', 'jokowi', 'pilpres', 'berpihak', 'etnis', 'cina']"
anak otak pinter pinter,1,"['anak', 'otak', 'pinter', 'pinter']"
harga makanan mahal sepadan kualitas suasana restoran pemandangan indah mainan anak,1,"['harga', 'makanan', 'mahal', 'sepadan', 'kualitas', 'suasana', 'restoran', 'pemandangan', 'indah', 'mainan', 'anak']"
restoran bagus pemandangan menghadap kota bandung indah malam suasana tenang dekorasi ruangan cantik suka,1,"['restoran', 'bagus', 'pemandangan', 'menghadap', 'kota', 'bandung', 'indah', 'malam', 'suasana', 'tenang', 'dekorasi', 'ruangan', 'cantik', 'suka']"
dana masuk halo terputus panggilan,0,"['dana', 'masuk', 'halo', 'terputus', 'panggilan']"
pencinta kuliner mencoba mengunjungi penilaian makanan beragam khas bandung sejuk nyaman cocok berkumpul bareng keluarga harga relatif mahal lokasi macet dicoba jagung bakar roti panggang mantap,1,"['pencinta', 'kuliner', 'mencoba', 'mengunjungi', 'penilaian', 'makanan', 'beragam', 'khas', 'bandung', 'sejuk', 'nyaman', 'cocok', 'berkumpul', 'bareng', 'keluarga', 'harga', 'relatif', 'mahal', 'lokasi', 'macet', 'dicoba', 'jagung', 'bakar', 'roti', 'panggang', 'mantap']"
eatbos hegarmanah diwakili first impression elegant desain tema suasana nyaman keren cocok keluarga berkumpul makanan sesuai harga kalangan mahasiswa butuh sendok garpu makanan pikir makan sendok garpu warteg biar ambil lanjutan,-1,"['eatbos', 'hegarmanah', 'diwakili', 'first', 'impression', 'elegant', 'desain', 'tema', 'suasana', 'nyaman', 'keren', 'cocok', 'keluarga', 'berkumpul', 'makanan', 'sesuai', 'harga', 'kalangan', 'mahasiswa', 'butuh', 'sendok', 'garpu', 'makanan', 'pikir', 'makan', 'sendok', 'garpu', 'warteg', 'biar', 'ambil', 'lanjutan']"
cocok keluarga rekreasi aktivitas makanan kualitas harga bilang arti aliatas makanan pemandangan daya jual diperhatikan parkir tolong sediakan area luas,1,"['cocok', 'keluarga', 'rekreasi', 'aktivitas', 'makanan', 'kualitas', 'harga', 'bilang', 'arti', 'aliatas', 'makanan', 'pemandangan', 'daya', 'jual', 'diperhatikan', 'parkir', 'tolong', 'sediakan', 'area', 'luas']"
jalan dago mati lampu lampu penerangan jalan padam,-1,"['jalan', 'dago', 'mati', 'lampu', 'lampu', 'penerangan', 'jalan', 'padam']"
mencapai butuh perjuangan macet jalan sempit menu disajikan beragam harga standar,1,"['mencapai', 'butuh', 'perjuangan', 'macet', 'jalan', 'sempit', 'menu', 'disajikan', 'beragam', 'harga', 'standar']"
